age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary,CLIENT_ID
24, State-gov,27939, Some-college,10.0, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,24, ?,0,29232
38, Private,26698, HS-grad,9.0, Married-civ-spouse,, Husband, White, Male,0,0,40, United-States,0,981
48, Private,199739, HS-grad,9.0, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States,0,4616
18, Private,112974, 11th,7.0, Never-married, Prof-specialty, Other-relative, White, Male,0,0,3, United-States,0,24630
50, Private,162327, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1902,50, ?,1,18564
46, Private,225065, Preschool,1.0, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, Mexico,0,22052
47, Private,362835, Bachelors,, Married-civ-spouse,, Husband, White, Male,0,0,60, United-States,1,665
40, Self-emp-not-inc,223881, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,70, United-States,1,2373
40, Self-emp-not-inc,243636, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,1,4474
40, Self-emp-inc,157240, Masters,14.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,15024,0,30, Iran,1,2185
46, Local-gov,192323, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,38, United-States,1,28266
62, Self-emp-inc,137354, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, South,0,7048
44, Private,336906, Some-college,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0,11210
18, Private,119655, 12th,8.0, Never-married, Adm-clerical, Own-child, White, Female,0,0,12, United-States,0,15822
22, Private,113703, Some-college,10.0, Never-married, Sales, Other-relative, White, Male,0,0,20, United-States,0,14981
42, Private,119359, Prof-school,15.0, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Female,15024,0,40, South,1,6881
35, Private,136343, HS-grad,9.0, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,0,30750
41, Private,66118, Bachelors,13.0, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States,0,4174
31, Private,189759, HS-grad,9.0, Never-married, Farming-fishing, Not-in-family, White, Male,0,2001,40, United-States,0,30014
52, Private,152373, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2105,0,40, United-States,0,29333
42, ?,257780, 11th,7.0, Married-civ-spouse, ?, Husband, White, Male,0,0,15, United-States,0,16763
34, Private,48014, Bachelors,13.0, Separated, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States,0,22175
56, Private,367200, HS-grad,9.0, Divorced, Craft-repair, Other-relative, White, Male,0,0,40, United-States,0,16803
17, Private,217342, 10th,6.0, Never-married, Sales, Own-child, White, Female,0,0,5, United-States,0,19351
31, Self-emp-not-inc,108468, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,1,31554
49, Private,139268, Some-college,10.0, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0,20426
46, Private,186078, Some-college,10.0, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States,0,8500
40, Private,346189, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1,7222
37, Private,180342, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States,0,28842
60, Self-emp-not-inc,282660, 7th-8th,4.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,30672
51, Private,194908, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0,18320
34, Private,50276, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Male,27828,0,40, United-States,1,10630
30, Self-emp-not-inc,180859, Some-college,10.0, Never-married, Craft-repair, Own-child, White, Male,0,0,8, United-States,0,11789
50, Local-gov,141875, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0,5847
28, Self-emp-not-inc,237466, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,30, United-States,1,4105
37, Private,123211, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0,0,44, United-States,1,7340
32, Private,33678, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,1,18659
35, Private,54159, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States,0,20657
42, ?,204817, 9th,5.0, Never-married, ?, Own-child, Black, Male,0,0,35, United-States,0,19364
43, Private,148998, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0,29494
50, Self-emp-inc,198400, HS-grad,9.0, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, United-States,0,12463
23, Private,176262, Assoc-voc,11.0, Never-married, Adm-clerical, Other-relative, White, Female,0,0,36, United-States,0,31547
44, Private,222635, 5th-6th,3.0, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,0,27060
35, Private,112077, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,5013,0,40, United-States,0,20162
22, Private,199266, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States,0,1347
20, Private,185554, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States,0,21989
49, Self-emp-not-inc,208872, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1672,98, United-States,0,8352
27, Private,134566, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,0,17209
44, Private,160323, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States,0,8948
44, Federal-gov,306440, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0,8766
36, Private,209609, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States,0,713
49, Local-gov,107231, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2002,40, United-States,0,8432
30, Private,158420, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Iran,0,25317
21, Private,189013, Some-college,10.0, Never-married, Sales, Own-child, White, Female,0,0,35, United-States,0,24673
30, Private,177531, HS-grad,9.0, Never-married, Sales, Unmarried, Black, Female,0,0,25, United-States,0,17230
33, Private,112358, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Male,0,0,32, United-States,0,28794
34, Private,511361, Some-college,10.0, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States,0,21052
47, Private,178341, 10th,6.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,46, United-States,1,25386
31, Private,236599, Bachelors,, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,1,217
21, Private,26842, Some-college,10.0, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States,0,29531
36, Local-gov,110791, Assoc-acdm,12.0, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0,27678
43, Private,220609, Some-college,10.0, Divorced, Tech-support, Not-in-family, White, Female,0,0,50, United-States,0,29238
58, Private,200040, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,4443
34, Private,116910, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0,5259
57, ?,137658, HS-grad,9.0, Married-civ-spouse, ?, Husband, Other, Male,0,0,5, Columbia,0,5179
43, Private,196084, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States,0,9979
38, Private,103751, 9th,5.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,6447
56, Local-gov,255406, HS-grad,9.0, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0,1946
36, Private,206521, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0,17766
50, Private,338033, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Male,0,0,32, United-States,0,30944
61, Private,197286, 9th,5.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,8188
65, Private,172510, Some-college,10.0, Widowed, Prof-specialty, Not-in-family, White, Female,1848,0,20, Hungary,0,1192
46, Private,185385, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States,1,14151
32, Private,193285, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0,19306
78, Private,182977, HS-grad,9.0, Widowed, Other-service, Not-in-family, Black, Female,2964,0,40, United-States,0,28555
42, Self-emp-not-inc,206066, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States,0,10244
20, Private,275385, HS-grad,9.0, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,45, United-States,0,30292
32, Self-emp-not-inc,116834, HS-grad,9.0, Married-civ-spouse, Other-service, Wife, White, Female,0,0,5, ?,0,24007
52, Private,195638, HS-grad,9.0, Never-married, Other-service, Unmarried, White, Female,0,0,45, United-States,0,7163
51, Private,120914, 7th-8th,4.0, Married-civ-spouse, Craft-repair, Husband, White, Male,2961,0,40, United-States,0,14059
35, Private,163392, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, ?,0,5682
30, Private,381153, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,10220
25, Private,193379, Assoc-acdm,12.0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States,0,21865
30, Private,115963, 7th-8th,4.0, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,42, United-States,0,28077
33, Private,408813, Bachelors,13.0, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States,0,16371
48, ?,61985, 9th,5.0, Separated, ?, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, United-States,0,12633
50, Private,237868, Masters,, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1,409
29, Private,184078, HS-grad,9.0, Never-married, Other-service, Other-relative, White, Female,0,0,40, United-States,0,9531
40, Private,116632, Bachelors,13.0, Divorced, Sales, Own-child, White, Male,0,0,80, United-States,0,29246
41, Private,187881, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,3942,0,40, United-States,0,25370
36, Private,153205, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, ?,0,6663
33, Private,268451, Some-college,10.0, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,0,26632
32, Local-gov,159187, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States,0,24098
37, Self-emp-not-inc,29814, HS-grad,9.0, Never-married, Farming-fishing, Own-child, White, Male,0,0,85, United-States,0,3629
36, Private,732569, 9th,5.0, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0,2654
33, Private,267404, HS-grad,9.0, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States,0,9149
35, Private,45607, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,0,23888
37, Local-gov,333664, Some-college,10.0, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0,6347
41, Self-emp-not-inc,32533, Assoc-voc,11.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States,0,21820
56, Private,91262, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,45, United-States,0,10552
32, Private,46746, Some-college,10.0, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States,0,12597
61, Private,51385, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,1,30055
28, Private,215955, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,23361
18, Private,167147, 12th,8.0, Never-married, Sales, Own-child, White, Male,0,0,24, United-States,0,21763
73, ?,135601, Bachelors,13.0, Married-civ-spouse, ?, Husband, White, Male,0,0,10, United-States,0,25136
60, Self-emp-inc,181196, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1,13202
27, Private,341672, Some-college,10.0, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Male,0,0,40, India,0,6648
31, Private,145791, Assoc-voc,11.0, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States,0,22221
51, Private,145166, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States,0,5853
28, Private,137296, Assoc-acdm,12.0, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States,0,30614
43, State-gov,255835, Some-college,10.0, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, United-States,0,11862
29, Private,120986, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,65, United-States,0,10572
33, Private,226267, 7th-8th,4.0, Never-married, Sales, Not-in-family, White, Male,0,0,43, Mexico,0,1889
28, Local-gov,229223, Assoc-voc,11.0, Married-civ-spouse,, Wife, White, Female,7688,0,36, United-States,1,254
27, ?,280699, Some-college,10.0, Never-married, ?, Unmarried, White, Female,0,0,40, United-States,0,764
22, Private,58916, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States,0,8287
57, Private,225927, 10th,6.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0,21042
43, Private,185129, Bachelors,13.0, Divorced, Tech-support, Own-child, White, Male,0,0,40, United-States,0,27613
34, Private,294064, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, France,0,20385
40, ?,78255, HS-grad,9.0, Divorced, ?, Not-in-family, White, Male,0,0,25, United-States,0,1485
55, Private,205422, 10th,6.0, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,40, United-States,0,27249
55, ?,141807, HS-grad,9.0, Never-married, ?, Not-in-family, White, Male,13550,0,40, United-States,1,3454
63, Private,68872, HS-grad,9.0, Married-civ-spouse, Transport-moving, Wife, Asian-Pac-Islander, Female,0,0,20, United-States,0,12204
66, Self-emp-inc,253741, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0,1825,10, United-States,1,4311
55, Self-emp-not-inc,205296, Some-college,10.0, Married-civ-spouse, Sales, Wife, White, Female,0,0,50, United-States,0,3549
26, Private,202091, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,0,7276
25, Private,326370, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,38, ?,0,24334
29, Local-gov,187649, HS-grad,9.0, Separated, Protective-serv, Other-relative, White, Female,0,0,40, United-States,0,15945
55, Self-emp-not-inc,168625, Some-college,10.0, Divorced, Tech-support, Not-in-family, White, Female,0,0,12, United-States,1,23544
37, Private,201141, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0,0,37, United-States,0,28412
55, Private,182460, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,35, United-States,1,2129
18, Private,150817, HS-grad,9.0, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,0,19123
30, Self-emp-not-inc,261943, 11th,7.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,30, Honduras,0,10163
51, State-gov,77905, Assoc-voc,11.0, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,0,19410
28, Self-emp-not-inc,209934, 5th-6th,3.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,25, Mexico,0,13532
33, Private,229716, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,38, United-States,0,24061
17, ?,187539, 11th,7.0, Never-married, ?, Own-child, White, Female,0,0,10, United-States,0,2895
32, ?,647882, HS-grad,9.0, Married-civ-spouse, ?, Husband, White, Male,0,0,40, ?,0,1412
20, Federal-gov,340217, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0,29396
37, Local-gov,196529, Masters,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, United-States,1,16238
23, Private,495888, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Male,0,0,40, El-Salvador,0,21110
19, Private,164938, Some-college,10.0, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States,0,4891
